
******************** RISK RUN START (11/20/2010 6:26:22 PM - ) ********************

11/20/2010 6:26:22 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 05-Nov-2009 Official -e
11/20/2010 6:26:34 PM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20091105/Next-Data\OptexCurves.20091105.CSV -e
11/20/2010 6:26:39 PM - 	Treating quote  EURLIBOR.1 Days.Mid
11/20/2010 6:29:25 PM - 	Quote  CENTRI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CENTRI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CENTRI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CENTRI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DAMLR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LUFTHA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  DIAG.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  EON.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  EDP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  ELESM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  FRTEL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  GLCORE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  IBERDU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  KPN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LAFCP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  MOET.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RENAUL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  RWE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SIEM.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SOCGEN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  UU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VIVNDI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  VOD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  BACR-Bank.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  SCACAP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  TKAGR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  CONTI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  LINDE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:25 PM - 	Quote  ASSGEN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  BNP.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 6:29:26 PM - 	Quote  DSGI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
