
******************** RISK RUN START (11/20/2010 11:18:24 PM - ) ********************

11/20/2010 11:18:24 PM - Script call: C:/Quantifi/9.4.1/bin/CreateCDSCurve.py 30-Dec-2009 Official -e
11/20/2010 11:18:37 PM - Script call: C:/Quantifi/9.4.1/bin/OptexImportIR.py C:/Quantifi/NightlyBatch/20091230/Next-Data\OptexCurves.20091230.CSV -e
11/20/2010 11:18:43 PM - 	Treating quote  JPYLIBOR.1 Days.Mid
11/20/2010 11:21:40 PM - 	Quote  DEXO.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  DEXO.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  DEXO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  DEXO.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  TNT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  USPA.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  PEUGOT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WOLKLU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WM.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  WPPGRP-2005.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CMCSA-CableLLC.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MICH-CoFinMich.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  CLAR.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BAD.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SUEDZU.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  MUNRE.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  SASY.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VINCI.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  VLOF.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  AVLN.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  NXT.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  RDN.USD.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.5y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.6y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.7y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.8y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.9y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.10y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  BERTEL.EUR.SeniorUnsecured.ModifiedModified.Recovery  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  EAD.EUR.SeniorUnsecured.ModifiedModified.1y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  EAD.EUR.SeniorUnsecured.ModifiedModified.2y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  EAD.EUR.SeniorUnsecured.ModifiedModified.3y.Mid  has already been treated.
11/20/2010 11:21:40 PM - 	Quote  EAD.EUR.SeniorUnsecured.ModifiedModified.4y.Mid  has already been treated.
